English Sentence,Hausa,Sexism
,"YADDA AKE BLOCK NA HARAMTATTUN WEBSITE A WAYA.

A addinance dai kowa yasan kallon video na batsa haramunne, haka kuma kallonsu yana cutar da lafiyar idanu da kuma gur6ata zuciya tare da saka raunin imani da tsoron Allah.

Muna cikin wani zamani wanda yahudawa suke amfani da cigaban da aka samu na amfani da yanar gizo suna gur6ata mana tarbiyar ƙanne da yara dama mu kanmu 'din baki 'daya, ta hanyar bu6e website website masu dauke da bidiyoyi na batsa wanda mu addininmu ya haramta mana kallansu, su kuma suna samun maƙudan ƙu'da'de ta wajen.

Ba'a iya maza kallon bidiyoyin batsa ya tsaya ba, harda mata kuma hakan yana 'daya daga cikin abubuwan da suke bada gudunmuwa sosai wajen lalata mana tarbiya. Wa'iya-zubillah, Allah ka ƙara tsare mu, Amin.

Hanyar da zaka iya bi domin haramta ma wayarka ko wayar ƙaninka kota ƙanwarka, kota yaranka samun damar kamo wa'dannan website 'din shine...

Da farko zaka shiga cikin google search na wayar, ko kuma browser 'dinda take a saman wayar, sai ka rubuta google.com sai ka danna (go) wato search.

Bayan ya bu'de zaka ga bayanai sun fito da yawa, sai ka duba daga hannun hagunka zaka ga wasu layi-layi guda 3 da suka jera, sai ka shiga cikinsu.

Suma idan suka bude sai ka tafi wajen da aka rubuta ""settings"", wanda shine na uku a hoton dake sama, sai ka shiga ciki.

Idan ya bude zaka tsaya ka duba da kyau akwai inda aka rubuta ""Safesearch Filters(?)"" a ƙasanshi zaka ga wasu za6uka guda biyu, na farko shine ""Show explicit results"" na biyu kuma ""Hide explicit results"" sai ka maida za6inka akan na biyun wato ""Hide explicit results"".

Daga nan shikenan sai ka tafi zuwa can ƙasa inda zaka ga an rubuta ""Save"" da kuma ""Cancel"" sai ka danna save 'din, shikenan ka gama.

Shikenan ka rufe duk wani website na batsa a cikin wannan wayar dakayi haka akanta ba zafa ƙara kamosu ba koda anyi search bazasu fito ba, amma idan akwai browser guda biyu ko uku sai kayi ma ko wacce haka.

Allah ya ƙara tsaremu damu da 'yan'uwanmu tare da dukkanin musulmi daga fa'dawa tarkon she'dan da she'danun mutane, Allah ka tsare mana imaninmu aduk inda muke, ka nisanta mu daga aikata dukkan wani aiki wanda baka so. Amin.

✍🏼 Abu Ibrahim",No
,Wato sha'anin pi sai addu'a da wasa da wasa mage takusan zama damisa shin idan nafara mining yanzu ban makara ba 😭🥺😰😞🙆,No
,"Ina yan 2002🤗

Ku fito muma muhada namu meeting din😄",No
,"Innalillahi Wa'inna Ilaihir Raji'un 

Jama'a don Allah ataimaka atayamu chigiyar wannan motar ta Ɓarayi sun shiga gidan wani Bawan Allah jiya da dare sun sace ta.

Duk Wanda Allah yasa ya ganta ya ankarar da Jami'an tsaro, Allah yasa adace Amin.",No
,"LADIES.
Wacce hanya ce mafi sauƙi kuma cikin lumana idan za ki sanar da mijinki cewar kina son kiyi tsarin iyali?",No
,"INNALILLAHI WA'INNA ILAIHI RAJI'UN. 

Ina mika sakon Ta'aziyyata ga Jagoranmu Dr Rabiu Musa Kwankwaso, da iyalai da Abokai da 'yan uwa 'yan Jam'iyar NNPP da kuma Al'ummar jihar NEJA bisa rashin da mukayi na Shuwagabanni a Jam'iyyarmu ta NNPP ta dalilin mummunan hatsarin mota da ya rutsa dasu a hanyarsu ta komawa garinsu(Neja) daga taron Jam'iya a Abuja.

Muna Addu'ar Allah Ya jikansu Ya gafarta musu kurakuransu yasa Aljanna ce makomarsu. Idan tamu tazo Allah yasa mu cika da kyau da imani. 

R.I.J.F 😭 😭 😭 😭 😭 

Abba Na Abba 
19/07/2022.",No
,"Aslm morning ya aiki ya gajiya kuma pls inason ayi hide din sunana, currently nayi engaged da lefe duk nakai since Ramadan, 

Before nahadu da wannan yarinyar da zan aura inason wata yarinya ne sosai ina tunanin bazan iya aure ba idan ba ita bace duk da nasan yadda yarinyar take treat dina ba wani sona takeyi ba cause bata damu dani ba idan takirani wani abu takeso gareni saboda duk abinda nake dashi ta nema zanyi mata ina sPositivensoring din transPositivert school dinta like every day ina bata 500 domin zuwa school kuma idan bata da lafiya nake kula da wannan kai everything yana wiyana idan nata ne kuma part of her mother idan taga likita nine sayen magani cause her dad was dead, naji duk yadda take zan aureta nafara gayama mama labarinta sai wata rana nafita da mamana zuwa wani guri haka kawai sai takirani tabar phone dinta a keke napep kuma yace tazo ta amsa ya bata 10min kuma lokacin dare yayi is almost 10pm tace pls nazo nakaita sai nayiwa mamata bayani tace muje mukaje gidansu nadauketa tare da qanwarta dama front sit din motar ba kowa dagani sai mamata sai cousin dita sai diyar qanwata ba tafi 4yrs ba. Ta duba tagaida su suka shiga motar mufara tafiya abin takaici suka Dinga labari da qanwarta kamar ba kowa a motar babu koh jinkunyar bakuwar fuska duk da tasan cewa mamata ce, bayan nayi dropping dinsu mama tace wannan bata da kunyar mutane narabu da eta duk da haka nace mama zata gyara ae' mukazo maganar engaged take cemin karatu zatayi bayan dagama wannan degree zatayi medicine after nace ban yadda ba shine ya kawo rabuwar mu da eta but muna magana da mamarta still through phone nazo da sallah nan nadubata sai mamar takirani wai dagaske nayi engaged nace eh ynxu next 2 months zanyi aure takasha waya, part of ita yarinya wai ina my wife to be nace tana nan qaLaw, kawai tace dan Allah narabu da eta kada nasake shiga rayuwata nikuma saboda mamarta tana bani tausayi nake kiran mamarta saboda addu'a da takeyi mini. Inason yarinya har ynxu amma nariga nayi engaged kuma ansaka ranar aure....

Pls wace shawara yan aji zasu bani akan wannan lamari",No
I'll repeat what I told somebody else earlier. These aren’t “leftists” or “feminists” or “activists” we're up against. These are petulant children who have never had their insolent mouths slapped when needed.,"Zan maimaita abin da na faɗa wa wani a baya. Ba ""masu ra'ayin hagu"" ko ""feminists"" ko ""masu fafutuka"" muke fuskanta ba. Waɗannan yara ne masu taurin kai waɗanda ba a taɓa ɗaukar matakin ladabtarwa a kan maganganunsu masu rashin kunya ba lokacin da ya kamata.",Yes
Wonder who she fucked to get that,Waya san wanda ta kwanta da shi kafin ta samu abin.,Yes
"That's just nasty imagine marrying one of those, just how low these women sink is stunning. Rejection of the beta continues.",Har sai ta bar irin mummunan kallon. sai kace asalin mace,Yes
,"Hakan bai yi ba, yi tunanin auren ɗaya daga cikin su, har wani mataki na ƙasƙanci waɗannan matan zasu kai. Ƙi da Bijire musu za a ci gaba.",Yes
,"Innalillahi Wa'inna Ilaihi Raji'un.

Allah ka kawo mana dauki.",No
Not until they get rid of that dead glassy stare. Too much like real women.,"INA CAPACITY A GUN DAN MODO
Idan naji mutane suna zakewa Akan dan modi sai abin ya dinga bani dariya Ni ganaune ba jiyau ba sallah da kwana daya ranar Hawan bariki 
Abisa Al,ada Akanyi Hawa don kai ziyara gidan Gwamnati da sauran mukaraban Gwamnati
Abin daya bani mamaki shine yadda akaje wajen haka kowa ya tashi ko ruwan sha An gagara bawa manyan baki ballantana bayin Allah 

Shin wanda yakeso zama Gwamna lamba daya A jiha Amma ya gagara bawa bayin Allah ruwan sha 
Duk wanda yasani A Gwamnatin baya ana fito da abinchi A bawa bayin Allah suci su sha 
Wani sa,in yarda dan guzuri su saka a Alji hunsu 
Ya ilahi wacce irin rayuwa akeso ayi wanne irin milkin Akeso ayi 
Shin ina kudin da gwmanti take fitarwa domin wal wala da jindadi",No
,Dan Allah wani sabulu ko mai zan shafa fuskana kuraje ga tabo yayi yawa,No
,Budurwa ta gudu da motar saurayin ta bayan yaje siya mata shawarma a Kano… Amma daga baya ta shiga hannun yan sanda 😂😂😂,No
I said in my family dude not every fucking black guy in the world 😂😂. If they blame women they are weak bitches.,"Na ce a cikin iyalina ne, ba kowanne baƙar fata a duniya ba. Idan suna ɗora laifi ga mata, to su ne mutane masu rauni da rashin ƙarfi.",Yes
Lots of women have sadistic tendencies when it comes to low status men and enjoying toying with them. I noticed that once I put my foot down instead of just “ignoring it” (being a pussy) they stopped with giving me shit.,"Wasu ma iya nuna halaye na raini  mazan da basu da abin hannu kuma suna jin wasa da hankalin su, na lura cewa tun lokacin da na fara ɗaukan mataki na bar share abin, sai suka bar raina ni.",Yes
I have a right to hate these types of couples. This is why if I get an arranged marriage I will have to abort my daughters.,"Ina da ikon da zan tsani irin waɗannan ma'auratan, shiyasa idan aka min auren dole ba zan haihu ba.",Yes
40 years of your fat mom on welfare is reparations you lazy low iq bitch,Shekaru arba'in na uwarka ƙatuwa tana jin daɗi hakan na nufin ƙaramar ƙwaƙwalwan ki karuwa.,Yes
,"Wannan Shine Kabarin Malam Umaru Musa Yar'adua Tsohan Shugaban Kasar Tarayyar Najeriya Dake Maƙabartar Danmarna A Cikin Garin Katsina Malam Umaru Musa Yar'adua Ya Rasu A Fadar Shugaban Kasa Dake Abuja Ranar 5 Ga Watan Mayu, 2010, Aka Rufe Shi A Ranar 6 Ga Watan Mayu, 2010.

Malam Umaru Musa Yar'adua Ya Zama Gwamnan Jihar Katsina Daga Shekarar 1999 Zuwa 2007. Ya Zama Shugaban Ƙasar Najeriya Daga 2007 Zuwa 2010.

Allah Ya Jikansa Da Rahama!

Daga Hafiz Aliyu Kabade",No
"Morning [USER]‍ sexy, and good job posting that picture of a sexy girl with guns.","Barka da safiya mai jan ra'ayi, Sannu da aiki na posting waɗancan zafafan hotonan mata da bindigu",Yes
"Yep. They're so toxic that merely thinking about them traps and corrodes your soul. Yet your hormones compel you to do just that. If being female is Eve's curse, being unable to look away is Adam's.","Eh, basu da daɗin sha'ani ta hanyar tuna su kawai zai ɓata ma ruhi, amma jikin ka yana so kayi hakan",Yes
,"Da Dumi-Duminsa

An kara farashin fetur a fadin Najeriya gaba daya.

A jihohin arewa maso yamma ana sa ran yanzu za a rika sayar da litar fetur kan kudi Naira 184, Naira 189 a yankin arewa maso gabas. Jaridar Daily Trust wacce ta ce ta samu tabbacin karin a Talatar nan, ta ce za a rika sayar da litar fetur a Naira 169 a Lagos, Naira 174 kuma a Abuja.",No
All in due time. At least from appearance her eggs can be used without the taint of telegony. Had she previously lain with beasts of the field she would have used it to cuck long ago. Shows she’s got at least a shred of decency.,"Komai da lokacin sa. za a iya amfani da ƙoyayenta, daga gani da ta kwanta da jan wuyoyi da ta jima da haihuwa, hakan yana nuna nutsuwa da kamalanta.",Yes
,YA ALLAH KA RABAMU DA MASU KOSHE DA HASSADA A RAYUWA........... 🙏🙏🙏🙏🙏,No
My God what a dumb bitch,Kai. kaji wawiyan karuw.,Yes
,"MAGANI KYAUTA DAGA SHUGABAN KARAMAR HUKUMAR BAKORI HON.ALI MAMMAN BAKORI MAICHITTA

Wasu Daga cikin 'Yan majalissun Kansilolin Karamar Hukumar Bakori sun tantance magunguna da suka sahalewa Gwamnatin Karamar Hukumar Bakori ta Samar ga wasu cibiyoyin kiwon lafiya Na Sha-Ka-Tafi Dake wasu yankuna Na Karamar Hukumar Bakori wadannan cibiyo sun hadar da (1)Marabar Danja Dake Yankin Bakori 'A' Wanda Hon. Jamilu Halilu Ke Wakilta, (2) Asibitin Sha-Ka-Tafi Na Tsiga Wanda Mataimakin Shugaban Karamar Hukumar Bakori Hon. Lamis Ibrahim ya tantance, (3) Sai Kuma Asibitin Sha-Ka-Tafi Na Garin Layin Kuka Wanda Kansila Mai wakiltar Mazabar Kabomo Hon. Rabi'u Sule Rabiu Aruwa Kabomo ya tantance.

Hon. Ali Mamman Bakori Maichitta Zababben shugaban Karamar Hukuma Bakori ya kirkiro wannan tsari Na Kai magunguna 'KYAUTA' a asibitocin Sha-Ka-Tafi Na Karamar Hukumar Bakori Ne domin rage matsalolin tagayyarar Al'ummah sanadiyyar Rashin Halin Samun magani idan lallura ta Rashin lafiya ta afku garesu. Kuma wannan tsari Na Samar da wadannan magunguna shine Kashi Na Farko Inda Kashi Na Biyu shima Zai zagaya sauran wadannan mazabu damuke Dasu.

Muna addu'a Allah madaukakin sarki yakarawa wannan jajirtaccen shugaba Namu kwarin guiwa domin cigaba da ayyukan arziki.

DIKKO23'
HON.AMIRU 23'
HON.DR.KURAMI 23'
HON.ALI MAMMAN CHAIRMAN OF BAKORI L.G

Comr Abbas Salisu
Musa yahaya kurami 
19-07-2022",No
Girls are weird they secretly take your pictures and do all kinds of weird things but only other girls know about it usually,"Mata suna da abin mamaki, a ɓoye suke ɗaukan hoton ka sai suyi ta wasu hauka da shi amma 'yan uwan su mata ne kawai suka sani.",Yes
"Dear young white girl, femininity and traditionalism is beautiful and family life will fulfill you. ❤🤗","Ya kyakkyawar yarinya farar fata, matantakan ki da ra'ayin al'ada suna da kyau, kuma rayuwar iyali za ta cika ka da farin ciki. ❤🤗",Yes
This society is so gynocentric that it could be described as a bizarre matriarchy wherein largely male leaders sacrifice less powerful men to gain the political favor of women. I love that... I'll have to use it in conversation with feminists.,"Al'ummar nan ta tsaya kan buƙatun mata har ana iya kwatanta ta a matsayin mulkin mata mai ban mamaki, inda shugabanni maza galibi ke yin sadaukar da maza masu rauni don samun goyon bayan siyasa daga mata. Ina son wannan ra'ayi... Zan yi amfani da shi a tattaunawa da masu ra'ayin mata",Yes
"No. I wouldn't touch a whore, not with my own skin. I just like to appreciate them from afar, watch them sip coffee and talk in their funny gook language. If any one of them came near me IRL, I'd napalm them. [URL]","A'a ba zan taɓa karuwa ba, ba da fata na ba, ina son na yabe su ne kawai daga nesa, na kalli suna shan shayi kuma suna magana da irin yaren su mai ban dariya. Idan wata tazo kusa da ni IRL, zan iya buge su. [URL]",Yes
Mental health 'hospitals' are prisons where they force drugs on you. The therapists and psychiatrists are just stupid foids and cucks giving bluepilled advice. If you show any emotion in mental hospitals they put you in isolation.,"Cibiyoyin lafiyar ƙwaƙwalwa sau da yawa suna kama da wuraren tsare mutane, inda ake tilasta wa marasa lafiya magunguna. Likitocin ƙwaƙwalwa da masu ba da shawara galibi ba su da ƙwarewa kuma suna ba da shawarwari marasa amfani. Idan ka nuna motsin rai a cikin wuraren nan, sau da yawa za a keɓe ka.",Yes
,"Yanzu fisabillahi haryanzu ana wannan abun ace kafada soyayyan da mutun a socail media for almost 2yrs baku haduba face to face saidai a hoto?what if namiji ne kuke exchanging kalamai? Gaskiya kayi ganganci dahar kadau wannan lokacin bakaje kunga juna da itaba. Yanzu menene amfanin haka, bakasan gidan suba balle kakai ziyaran bazata. Kawarta dinma daka samu itama yanzu wayanta akashe baka ganin something is fishy? Akwai alaman tanbaya kodai anmata miji kokuma wani abun taga bazata iya maka bayaniba kawai ta kashe wayanta. 
Kadau hakuri komai me wucewane. Watarana sai labari.",No
,"ZAWARCI ZAWARCI BA KARAMIN BALA'I BANE:

Zawarci Yana Da Daci A Zukatan Zawarawa.

NAYI NAZARI AKAN MATA DA MAZA

Wallahi Da Rayuwar Zawarci Gara Jinkirin
Aure Ga Budurwa.

A Gidajen Talakawa Kuncin Rayuwar Zawarci Shike Jefa Dayawa Daga Zawarawa Fadawa Cikin Karuwanci Don Nema Ma Kansu Abin Biyan Buqatar Rayuwa.

A Lokacin Da Mace Takasance Bazawara A
Cikin GidanSu Kannenta Zasu Rinqa Yimata
Kallon Hadarin Kaji,

Kuma alokachin damace tazama bazawara awannan lokacin kowane kareda doki sai sufara nemanta dafasiqanci atunaninsu tinda tasan namiji ada zaiwahala ta iya tsallake tayinsu na fasiqanci

Dada ma wasu basutaba zinaba kafin auransu nafarko saibayan fara zawarcinsu

Kuma Ta Samu Incin
Yawo Guri-Guri Domin A Lokacin Ba Kowa Bane Zai Iya Tsawata Mata Ba.

Manzon Allah (s w s) Yace ""Ku Tausayama
Wanda Yayi Arziki Amma Arzikin Yaqare""

Don Haka Yakamata Mu Tausayawa Zawarawa.

Shin!! Wai Mike Jefa Mata A Rayuwar Zawarci???
1•Rashin Bincike Kafin Aure:
2 •Wani dan shaye-shayene
3 •Wani dan caca ne
4 •Wani baida hakuri 
5 •Wani barawone.
6 •Rashin Haquri:
7 •Wata Rashin son zama da Kishiya
8 •Wata Yawan Gulma
9 •Raina miji.
10 •Wasu Kuma Mazanne Masu Auri Saki.
11 •Wasu Kuma Mutuwace Ke Yanke
Kaunar. ALLAH ka tsare muna imaninmu da mutuncinmu da addininmu ALLAH kasa mufi karfin zuciyoyinmu kabamu ikon hadiye kwadayinmu kada kwadayi ya hade mu.
Abu na karshe kasani kaida kake kokarin yaudararta ta hanyar Gani rauninta kila gobe yarkace a wannan halin ko kanwarka ko Matarka uwar yayanka dakuka rabu ita rayuwa Duk abinda ka aikata shine zai dawoma agaba
YA ALLAH KA RABA MATA DAGA FADAWA
RAYUWAR ZAWARCI da kuma KARUWANCI.

HUZAIFA YUSUF 
SHEKA 
SANTANA",No
,"Ina yan boko yaude karya ta kare muku 
Kuxo kufdamin sunan kanwa da turanci",No
,Aslm don Allah ina neman masu siyar da second hand na foreign din gado da wardrobe seriously siya zanyi.,No
,"ALBISHIRUNKU 

A yau ma Manchester United ta turmushe takwararta ta Premier league CRYSTAL PALACE da ci 3-1.

Duk fa a cikin shirye-shirye ne na fara sabuwar Kaka ta kwallon kafa. 

Ku tambayar mun 'yan Dugwi-Dugwi sun shiryaaa????",No
,ZABEN2023: duk duniya babu uban da ya Isa ya hana kwankwaso da Idahosa zama Shugaban kasa sai Allah ~Cewar Buba Galadima.,No
,waishin da gaskene wasu mazan lafiyan mace sukeso intana da lfy komai normal intana ciwo sai a slow,No
Status symbol among their peers. Many women only have one hobby. Displaying a higher status then their female 'friends'. So the alpha chick has photos with a tiny dog? I need photos with a tiny dog.,"Alamar matsayi ne tsakanin abokansu. Yawancin mata na da sha'awa ɗaya kawai — nuna cewa suna da matsayi mafi girma fiye da sauran abokansu mata. Don haka, idan mace mai matsayi ta dauki hoto tare da karamin kare, ni ma ina buƙatar hoto tare da karamin kare.",Yes
Tell the friend to dump the bitch. Let him watch how easily she gets another man to simp for her.,Ce wa abokin ka ya rabu da karuwar nan raga sai ka kalli yanda zata samu wani yana mata bauta.,Yes
Women are the biggesy gaslighters and they’re only mad now that men learned from them.,"Mata sune masu yawan share jama'a da wulaƙanci, yanzu ran su ya ɓaci saboda maza sun koyi hakan daga wajen su.",Yes
,"Molewar Kan Jarirai | Laifin Ungozoma Ne?

Ta wace hanya za a kauce wa matsalar?

Sau da yawa, idan mutane suka ga yaron da kansa ya ɗan mole ko ya taɓe daga goshi ko ƙeya sai su ce wai laifin ungozomansa ce da ba ta daidaita kan yadda ya kamata ba. Sai dai, wannan magana ta yi hannun riga da binciken masana. Domin ƙoƙon kan jarirai an haɗa shi ne da ƙasusuwa masu faɗi guda bakwai, waɗannan ƙasusuwa suna haɗewa kuma su yi ƙarfi har su bayar da cikakkiyar siffar ƙoƙon kai a cikin watanni shida. 

Saboda haka, kan jarirai na iya canja sifa idan aka samu ƙarancin lura yayin raino, musamman a watannin farko bayan haihuwa. 

Me ke kawo kan jarirai ko yara ke molewa, taɓewa ko kusurwa daga goshi ko ƙeya?

Daga cikin matsalolin da ke haddasa wannan matsala akwai matsalar nan da a ke cewa ""Positivesitional Plagiocephaly"" a turancin likita. Wannan matsalar sifar ƙoƙon kai tana faruwa ne sakamakon kwantar da jarirai a bayansu tsawon lokaci ba tare da ana jujjuya su ba. Sakamakon ƙoƙon kan jariarai bai gama yin ƙwari sosai ba, wannan ya sa ƙoƙon kansu ke da haɗarin yin kusurwa.

Daga cikin alamun sun haɗa da:

1] Molewa, taɓewa ko kusurwar ƙoƙon kai daga ƙeya.

2] Saɓawar kunnuwa; ta yadda idan aka kalli kan yaro ko jariri daga sama za a ga kunnen ɓarin da ke da matsalar ya zarce gaba zuwa fuska fiye da na ɗaya ɓarin.

Wannan matsala an kasa ta zuwa : Mafi ƙaranci, matsakaiciya da kuma mafi tsanani.

Amma wannan matsala ba ta shafar aiki ko lafiyar ƙwaƙwalwa, sai dai matsalar sifar ƙoƙon kan kawai.

Abubuwan da ke iya janyo wannan matsala:

Bayan kwantar da jarirai tsawon lokaci a bayansu ba tare da ana jujjuya su zuwa hagu, dama ko rib-da-ciki ba.

Akwai abubuwan da ke ƙara haɗarin samun molewar kan jarirai kamar haka:

1] Ƙarancin ruwan mahaifa yayin goyon ciki.

2] Ƙuncin ƙugu ko mahaifar uwa.

3] Ɗaukar cikin tagwaye, ko fiye da haka.

4] Ɗaurewar tsokokin gefen wuya da ke kawo noƙewar wuyan jariri zuwa gefe guda wato ""muscular torticolis"", da dai sauransu.

Yadda za a magance faruwa matsalar.

Abin yi shi ne da zarar an haifi jariri to lalle ne a ɗinga lura da yanayin kwanciyarsa. 

Misali:

a] A riƙa zuya shi daga kwanciyar rigingine zuwa kwanciyar [magirbi] gefe; wato hagu ko dama ta hanyar tokarewa da naɗaɗɗen tawul ko zani. Ko kuma kwanciyar rib-da-ciki, amma a yayin kwanciyar rib-da-ciki akwai buƙatar ƙara lura da kuma sanya ido sosai. Domin kada hancin jariri ya toshe ya hana shi numfashi.

b] A ɗinga canja gurbin kai da ƙafafu, misali, idan yanzu kan jariri yana Gabas, to sai a juya ya koma Yamma. Hakan nan daga Kudu zuwa Arewa.

c] A rage yawan lokacin da jarirai ke ɗauka a cikin kujerar raino ko keken raino.

d] A ɗinga jujjuya kai ko fuskar jariri daga wannan ɓari zuwa wancan ɓari.

Idan iyaye ko ungozomomi za su lura da waɗannan shawarwari za a rage afkuwar wannan matsala.

Sai dai, idan kan yaro ya wuce fiye da watanni uku bai koma daidai ba, ko kuma akwai jinkirin matakan girma, to akwai buƙatar zuwa asibiti domin ganin likita.

Bugu da ƙari, idan kin lura jaririnki ba ya son kallo ko juya kansa zuwa wani ɓangare, ko kuma idan aka yi ƙoƙarin juya fuskarsa zuwa wani ɓangare yana kukan ciwo, to akwai buƙatar ganin likitan fisiyo.

#DeformationalPlagiocephaly

#CephalicIndex

#DifferentialCraniosynostosis

#MuscularTorticolis

#Craniometry

#HelmetTherapy

~~Physiotherapy Hausa",No
